ZipCode,Month,Year,CustomerClass,TotalCustomers,TotalkWh,AveragekWh
92072,8,2022,A,0,0,0
92072,8,2022,C,0,0,0
92072,8,2022,I,0,0,0
92072,8,2022,R,0,0,0
92075,8,2022,A,0,0,0
92075,8,2022,C,706,3603704,5104
92075,8,2022,I,0,0,0
92075,8,2022,R,5830,2878011,494
92078,8,2022,A,0,0,0
92078,8,2022,C,1497,13935518,9309
92078,8,2022,I,0,0,0
92078,8,2022,R,17428,10897877,625
92079,8,2022,A,0,0,0
92079,8,2022,C,0,0,0
92079,8,2022,I,0,0,0
92079,8,2022,R,0,0,0
92081,8,2022,A,0,0,0
92081,8,2022,C,1364,18269043,13394
92081,8,2022,I,0,0,0
92081,8,2022,R,11470,5920454,516
92082,8,2022,A,0,0,0
92082,8,2022,C,0,0,0
92082,8,2022,I,0,0,0
92082,8,2022,R,6654,6503235,977
92083,8,2022,A,0,0,0
92083,8,2022,C,925,6179287,6680
92083,8,2022,I,0,0,0
92083,8,2022,R,11795,5936465,503
92084,8,2022,A,0,0,0
92084,8,2022,C,1084,5171627,4771
92084,8,2022,I,0,0,0
92084,8,2022,R,15612,8662456,555
92085,8,2022,A,0,0,0
92085,8,2022,C,0,0,0
92085,8,2022,I,0,0,0
92085,8,2022,R,0,0,0
92086,8,2022,A,0,0,0
92086,8,2022,C,0,0,0
92086,8,2022,I,0,0,0
92086,8,2022,R,445,558175,1254
92091,8,2022,A,0,0,0
92091,8,2022,C,0,0,0
92091,8,2022,I,0,0,0
92091,8,2022,R,980,1047520,1069
92092,8,2022,A,0,0,0
92092,8,2022,C,0,0,0
92092,8,2022,I,0,0,0
92092,8,2022,R,0,0,0
92093,8,2022,A,0,0,0
92093,8,2022,C,0,0,0
92093,8,2022,I,0,0,0
92093,8,2022,R,0,0,0
92096,8,2022,A,0,0,0
92096,8,2022,C,0,0,0
92096,8,2022,I,0,0,0
92096,8,2022,R,0,0,0
92101,8,2022,A,0,0,0
92101,8,2022,C,0,0,0
92101,8,2022,I,0,0,0
92101,8,2022,R,4412,1972134,447
92102,8,2022,A,0,0,0
92102,8,2022,C,119,1878227,15783
92102,8,2022,I,0,0,0
92102,8,2022,R,1667,643206,386
92103,8,2022,A,0,0,0
92103,8,2022,C,0,0,0
92103,8,2022,I,0,0,0
92103,8,2022,R,2792,799068,286
92104,8,2022,A,0,0,0
92104,8,2022,C,0,0,0
92104,8,2022,I,0,0,0
92104,8,2022,R,3116,817970,263
92105,8,2022,A,0,0,0
92105,8,2022,C,0,0,0
92105,8,2022,I,0,0,0
92105,8,2022,R,2318,661158,285
92106,8,2022,A,0,0,0
92106,8,2022,C,0,0,0
92106,8,2022,I,0,0,0
92106,8,2022,R,1260,389032,309
92107,8,2022,A,0,0,0
92107,8,2022,C,0,0,0
92107,8,2022,I,0,0,0
92107,8,2022,R,1854,363752,196
92108,8,2022,A,0,0,0
92108,8,2022,C,291,11298181,38825
92108,8,2022,I,0,0,0
92108,8,2022,R,2470,1263569,512
92109,8,2022,A,0,0,0
92109,8,2022,C,0,0,0
92109,8,2022,I,0,0,0
92109,8,2022,R,3714,1139914,307
92110,8,2022,A,0,0,0
92110,8,2022,C,0,0,0
92110,8,2022,I,0,0,0
92110,8,2022,R,1931,2174533,1126
92111,8,2022,A,0,0,0
92111,8,2022,C,349,5164092,14797
92111,8,2022,I,0,0,0
92111,8,2022,R,2399,601790,251
92112,8,2022,A,0,0,0
92112,8,2022,C,0,0,0
92112,8,2022,I,0,0,0
92112,8,2022,R,0,0,0
92113,8,2022,A,0,0,0
92113,8,2022,C,0,0,0
92113,8,2022,I,0,0,0
92113,8,2022,R,1230,323879,263
92114,8,2022,A,0,0,0
92114,8,2022,C,0,0,0
92114,8,2022,I,0,0,0
92114,8,2022,R,2824,930072,329
92115,8,2022,A,0,0,0
92115,8,2022,C,349,6068633,17389
92115,8,2022,I,0,0,0
92115,8,2022,R,3779,689072,182
92116,8,2022,A,0,0,0
92116,8,2022,C,0,0,0
92116,8,2022,I,0,0,0
92116,8,2022,R,2399,603104,251
92117,8,2022,A,0,0,0
92117,8,2022,C,139,2289446,16471
92117,8,2022,I,0,0,0
92117,8,2022,R,3648,712668,195
92118,8,2022,A,0,0,0
92118,8,2022,C,0,0,0
92118,8,2022,I,0,0,0
92118,8,2022,R,7985,5692669,713
92119,8,2022,A,0,0,0
92119,8,2022,C,0,0,0
92119,8,2022,I,0,0,0
92119,8,2022,R,1983,816461,412
92120,8,2022,A,0,0,0
92120,8,2022,C,0,0,0
92120,8,2022,I,0,0,0
92120,8,2022,R,2883,1320369,458
92121,8,2022,A,0,0,0
92121,8,2022,C,0,0,0
92121,8,2022,I,0,0,0
92121,8,2022,R,442,2066209,4675
92122,8,2022,A,0,0,0
92122,8,2022,C,0,0,0
92122,8,2022,I,0,0,0
92122,8,2022,R,4284,1081782,253
92123,8,2022,A,0,0,0
92123,8,2022,C,303,18531730,61161
92123,8,2022,I,0,0,0
92123,8,2022,R,2301,2379887,1034
92124,8,2022,A,0,0,0
92124,8,2022,C,0,0,0
92124,8,2022,I,0,0,0
92124,8,2022,R,1832,739909,404
92126,8,2022,A,0,0,0
92126,8,2022,C,401,4982797,12426
92126,8,2022,I,0,0,0
92126,8,2022,R,4684,1326240,283
92127,8,2022,A,0,0,0
92127,8,2022,C,0,0,0
92127,8,2022,I,0,0,0
92127,8,2022,R,9080,6226315,686
92128,8,2022,A,0,0,0
92128,8,2022,C,0,0,0
92128,8,2022,I,0,0,0
92128,8,2022,R,3728,1628000,437
92129,8,2022,A,0,0,0
92129,8,2022,C,0,0,0
92129,8,2022,I,0,0,0
92129,8,2022,R,3998,1222956,306
92130,8,2022,A,0,0,0
92130,8,2022,C,0,0,0
92130,8,2022,I,0,0,0
92130,8,2022,R,4822,1756409,364
92131,8,2022,A,0,0,0
92131,8,2022,C,145,3965296,27347
92131,8,2022,I,0,0,0
92131,8,2022,R,3591,1456741,406
92132,8,2022,A,0,0,0
92132,8,2022,C,0,0,0
92132,8,2022,I,0,0,0
92132,8,2022,R,0,0,0
92134,8,2022,A,0,0,0
92134,8,2022,C,0,0,0
92134,8,2022,I,0,0,0
92134,8,2022,R,0,0,0
92135,8,2022,A,0,0,0
92135,8,2022,C,0,0,0
92135,8,2022,I,0,0,0
92135,8,2022,R,0,0,0
92136,8,2022,A,0,0,0
92136,8,2022,C,0,0,0
92136,8,2022,I,0,0,0
92136,8,2022,R,0,0,0
92139,8,2022,A,0,0,0
92139,8,2022,C,0,0,0
92139,8,2022,I,0,0,0
92139,8,2022,R,1320,461096,349
92145,8,2022,A,0,0,0
92145,8,2022,C,0,0,0
92145,8,2022,I,0,0,0
92145,8,2022,R,0,0,0
92152,8,2022,A,0,0,0
92152,8,2022,C,0,0,0
92152,8,2022,I,0,0,0
92152,8,2022,R,0,0,0
92154,8,2022,A,0,0,0
92154,8,2022,C,0,0,0
92154,8,2022,I,0,0,0
92154,8,2022,R,3088,1123490,364
92155,8,2022,A,0,0,0
92155,8,2022,C,0,0,0
92155,8,2022,I,0,0,0
92155,8,2022,R,0,0,0
92158,8,2022,A,0,0,0
92158,8,2022,C,0,0,0
92158,8,2022,I,0,0,0
92158,8,2022,R,0,0,0
92161,8,2022,A,0,0,0
92161,8,2022,C,0,0,0
92161,8,2022,I,0,0,0
92161,8,2022,R,0,0,0
92173,8,2022,A,0,0,0
92173,8,2022,C,0,0,0
92173,8,2022,I,0,0,0
92173,8,2022,R,693,56287,81
92179,8,2022,A,0,0,0
92179,8,2022,C,0,0,0
92179,8,2022,I,0,0,0
92179,8,2022,R,0,0,0
92182,8,2022,A,0,0,0
92182,8,2022,C,0,0,0
92182,8,2022,I,0,0,0
92182,8,2022,R,0,0,0
92199,8,2022,A,0,0,0
92199,8,2022,C,0,0,0
92199,8,2022,I,0,0,0
92199,8,2022,R,0,0,0
92536,8,2022,A,0,0,0
92536,8,2022,C,0,0,0
92536,8,2022,I,0,0,0
92536,8,2022,R,0,0,0
92624,8,2022,A,0,0,0
92624,8,2022,C,0,0,0
92624,8,2022,I,0,0,0
92624,8,2022,R,2895,1657908,573
92625,8,2022,A,0,0,0
92629,8,2022,A,0,0,0
92629,8,2022,C,0,0,0
92629,8,2022,I,0,0,0
92629,8,2022,R,13090,7042980,538
92649,8,2022,A,0,0,0
92651,8,2022,A,0,0,0
92651,8,2022,C,0,0,0
92651,8,2022,I,0,0,0
92651,8,2022,R,1659,1113761,671
92653,8,2022,A,0,0,0
92653,8,2022,C,298,2269175,7615
92653,8,2022,I,0,0,0
92653,8,2022,R,5750,5671214,986
92654,8,2022,A,0,0,0
92654,8,2022,C,0,0,0
92654,8,2022,I,0,0,0
92654,8,2022,R,0,0,0
92656,8,2022,A,0,0,0
92656,8,2022,C,0,0,0
92656,8,2022,I,0,0,0
92656,8,2022,R,2340,1439666,615
92672,8,2022,A,0,0,0
92672,8,2022,C,0,0,0
92672,8,2022,I,0,0,0
92672,8,2022,R,15535,7739595,498
92673,8,2022,A,0,0,0
92673,8,2022,C,761,7325549,9626
92673,8,2022,I,0,0,0
92673,8,2022,R,10191,7084951,695
92674,8,2022,A,0,0,0
92674,8,2022,C,0,0,0
92674,8,2022,I,0,0,0
92674,8,2022,R,0,0,0
92675,8,2022,A,0,0,0
92675,8,2022,C,0,0,0
92675,8,2022,I,0,0,0
92675,8,2022,R,11717,9071802,774
92676,8,2022,A,0,0,0
92676,8,2022,C,0,0,0
92676,8,2022,I,0,0,0
92676,8,2022,R,0,0,0
92677,8,2022,A,0,0,0
92677,8,2022,C,1702,16363452,9614
92677,8,2022,I,0,0,0
92677,8,2022,R,22863,15478553,677
92679,8,2022,A,0,0,0
92679,8,2022,C,0,0,0
92679,8,2022,I,0,0,0
92679,8,2022,R,3205,3997255,1247
92688,8,2022,A,0,0,0
92688,8,2022,C,0,0,0
92688,8,2022,I,0,0,0
92688,8,2022,R,1986,1602918,807
92690,8,2022,A,0,0,0
92690,8,2022,C,0,0,0
92690,8,2022,I,0,0,0
92690,8,2022,R,0,0,0
92691,8,2022,A,0,0,0
92691,8,2022,C,0,0,0
92691,8,2022,I,0,0,0
92691,8,2022,R,3912,2952297,755
92692,8,2022,A,0,0,0
92692,8,2022,C,0,0,0
92692,8,2022,I,0,0,0
92692,8,2022,R,6330,4983410,787
92693,8,2022,A,0,0,0
92693,8,2022,C,0,0,0
92693,8,2022,I,0,0,0
92693,8,2022,R,0,0,0
92694,8,2022,A,0,0,0
92694,8,2022,C,350,3955249,11301
92694,8,2022,I,0,0,0
92694,8,2022,R,12231,10167247,831
91901,4,2022,A,0,0,0
91901,4,2022,C,0,0,0
91901,4,2022,I,0,0,0
91901,4,2022,R,8045,2273134,283
91902,4,2022,A,0,0,0
91902,4,2022,C,0,0,0
91902,4,2022,I,0,0,0
91902,4,2022,R,4558,1027749,225
91905,4,2022,A,0,0,0
91905,4,2022,C,0,0,0
91905,4,2022,I,0,0,0
91905,4,2022,R,273,94384,346
91906,4,2022,A,0,0,0
91906,4,2022,C,426,927321,2177
91906,4,2022,I,0,0,0
91906,4,2022,R,1968,770277,391
91910,4,2022,A,0,0,0
91910,4,2022,C,317,4640994,14640
91910,4,2022,I,0,0,0
91910,4,2022,R,10427,1933877,185
91911,4,2022,A,0,0,0
91911,4,2022,C,291,4305894,14797
91911,4,2022,I,0,0,0
91911,4,2022,R,20942,5864647,280
91912,4,2022,A,0,0,0
91912,4,2022,C,0,0,0
91912,4,2022,I,0,0,0
91912,4,2022,R,0,0,0
91913,4,2022,A,0,0,0
91913,4,2022,C,0,0,0
91913,4,2022,I,0,0,0
91913,4,2022,R,7140,1219154,171
91914,4,2022,A,0,0,0
91914,4,2022,C,0,0,0
91914,4,2022,I,0,0,0
91914,4,2022,R,1308,-224754,-172
91915,4,2022,A,0,0,0
91915,4,2022,C,0,0,0
91915,4,2022,I,0,0,0
91915,4,2022,R,4766,970207,204
91916,4,2022,A,0,0,0
91916,4,2022,C,0,0,0
91916,4,2022,I,0,0,0
91916,4,2022,R,0,0,0
91917,4,2022,A,0,0,0
91917,4,2022,C,0,0,0
91917,4,2022,I,0,0,0
91917,4,2022,R,215,101663,473
91931,4,2022,A,0,0,0
91931,4,2022,C,0,0,0
91931,4,2022,I,0,0,0
91931,4,2022,R,0,0,0
91932,4,2022,A,0,0,0
91932,4,2022,C,0,0,0
91932,4,2022,I,0,0,0
91932,4,2022,R,1111,60201,54
91934,4,2022,A,0,0,0
91934,4,2022,C,0,0,0
91934,4,2022,I,0,0,0
91934,4,2022,R,0,0,0
91935,4,2022,A,0,0,0
91935,4,2022,C,0,0,0
91935,4,2022,I,0,0,0
91935,4,2022,R,2830,714032,252
91941,4,2022,A,0,0,0
91941,4,2022,C,0,0,0
91941,4,2022,I,0,0,0
91941,4,2022,R,6189,1058528,171
91942,4,2022,A,0,0,0
91942,4,2022,C,276,4316132,15638
91942,4,2022,I,0,0,0
91942,4,2022,R,2449,-63785,-26
91945,4,2022,A,0,0,0
91945,4,2022,C,570,2660275,4667
91945,4,2022,I,0,0,0
91945,4,2022,R,8793,2218971,252
91948,4,2022,A,0,0,0
91948,4,2022,C,0,0,0
91948,4,2022,I,0,0,0
91948,4,2022,R,0,0,0
91950,4,2022,A,0,0,0
91950,4,2022,C,1958,13799695,7048
91950,4,2022,I,0,0,0
91950,4,2022,R,15423,4370592,283
91962,4,2022,A,0,0,0
91962,4,2022,C,0,0,0
91962,4,2022,I,0,0,0
91962,4,2022,R,0,0,0
91963,4,2022,A,0,0,0
91963,4,2022,C,0,0,0
91963,4,2022,I,0,0,0
91963,4,2022,R,0,0,0
91977,4,2022,A,0,0,0
91977,4,2022,C,785,3164225,4031
91977,4,2022,I,0,0,0
91977,4,2022,R,18126,4662758,257
91978,4,2022,A,0,0,0
91978,4,2022,C,0,0,0
91978,4,2022,I,0,0,0
91978,4,2022,R,2863,953067,333
91980,4,2022,A,0,0,0
91980,4,2022,C,0,0,0
91980,4,2022,I,0,0,0
91980,4,2022,R,0,0,0
92003,4,2022,A,0,0,0
92003,4,2022,C,292,861629,2951
92003,4,2022,I,0,0,0
92003,4,2022,R,1888,542211,287
92004,4,2022,A,0,0,0
92004,4,2022,C,0,0,0
92004,4,2022,I,0,0,0
92004,4,2022,R,2148,451707,210
92007,4,2022,A,0,0,0
92007,4,2022,C,0,0,0
92007,4,2022,I,0,0,0
92007,4,2022,R,808,-40095,-50
92008,4,2022,A,0,0,0
92008,4,2022,C,0,0,0
92008,4,2022,I,0,0,0
92008,4,2022,R,2600,648616,249
92009,4,2022,A,0,0,0
92009,4,2022,C,0,0,0
92009,4,2022,I,0,0,0
92009,4,2022,R,2314,478299,207
92010,4,2022,A,0,0,0
92010,4,2022,C,0,0,0
92010,4,2022,I,0,0,0
92010,4,2022,R,1327,460613,347
92011,4,2022,A,0,0,0
92011,4,2022,C,0,0,0
92011,4,2022,I,0,0,0
92011,4,2022,R,1537,344529,224
92014,4,2022,A,0,0,0
92014,4,2022,C,0,0,0
92014,4,2022,I,0,0,0
92014,4,2022,R,2935,970469,331
92019,4,2022,A,0,0,0
92019,4,2022,C,0,0,0
92019,4,2022,I,0,0,0
92019,4,2022,R,14233,3514097,247
92020,4,2022,A,0,0,0
92020,4,2022,C,2237,15258442,6821
92020,4,2022,I,0,0,0
92020,4,2022,R,20229,5454103,270
92021,4,2022,A,0,0,0
92021,4,2022,C,1256,6800799,5415
92021,4,2022,I,0,0,0
92021,4,2022,R,20747,6348984,306
92024,4,2022,A,0,0,0
92024,4,2022,C,0,0,0
92024,4,2022,I,0,0,0
92024,4,2022,R,4239,-312870,-74
92025,4,2022,A,0,0,0
92025,4,2022,C,1995,10356683,5191
92025,4,2022,I,0,0,0
92025,4,2022,R,15088,3787830,251
92026,4,2022,A,0,0,0
92026,4,2022,C,593,3748969,6322
92026,4,2022,I,0,0,0
92026,4,2022,R,17752,4378109,247
92027,4,2022,A,0,0,0
92027,4,2022,C,1563,10291358,6584
92027,4,2022,I,0,0,0
92027,4,2022,R,15907,3620778,228
92028,4,2022,A,0,0,0
92028,4,2022,C,1552,6718751,4329
92028,4,2022,I,0,0,0
92028,4,2022,R,16739,4071923,243
92029,4,2022,A,0,0,0
92029,4,2022,C,0,0,0
92029,4,2022,I,0,0,0
92029,4,2022,R,7095,2130030,300
92036,4,2022,A,0,0,0
92036,4,2022,C,0,0,0
92036,4,2022,I,0,0,0
92036,4,2022,R,2311,882340,382
92037,4,2022,A,0,0,0
92037,4,2022,C,0,0,0
92037,4,2022,I,0,0,0
92037,4,2022,R,15664,6121916,391
92040,4,2022,A,0,0,0
92040,4,2022,C,787,3308763,4204
92040,4,2022,I,0,0,0
92040,4,2022,R,13695,3752393,274
92045,4,2022,C,0,0,0
92045,4,2022,I,0,0,0
92045,4,2022,R,0,0,0
92049,4,2022,A,0,0,0
92049,4,2022,C,0,0,0
92049,4,2022,I,0,0,0
92049,4,2022,R,0,0,0
92054,4,2022,A,0,0,0
92054,4,2022,C,1321,9853061,7459
92054,4,2022,I,0,0,0
92054,4,2022,R,15596,4382212,281
92055,4,2022,A,0,0,0
92055,4,2022,C,0,0,0
92055,4,2022,I,0,0,0
92055,4,2022,R,0,0,0
92056,4,2022,A,0,0,0
92056,4,2022,C,1115,10781570,9670
92056,4,2022,I,0,0,0
92056,4,2022,R,19839,4835275,244
92057,4,2022,A,0,0,0
92057,4,2022,C,324,2989914,9228
92057,4,2022,I,0,0,0
92057,4,2022,R,19197,4468226,233
92058,4,2022,A,0,0,0
92058,4,2022,C,0,0,0
92058,4,2022,I,0,0,0
92058,4,2022,R,7028,2431152,346
92059,4,2022,A,0,0,0
92059,4,2022,C,0,0,0
92059,4,2022,I,0,0,0
92059,4,2022,R,519,235256,453
92060,4,2022,A,0,0,0
92060,4,2022,C,0,0,0
92060,4,2022,I,0,0,0
92060,4,2022,R,0,0,0
92061,4,2022,A,0,0,0
92061,4,2022,C,0,0,0
92061,4,2022,I,0,0,0
92061,4,2022,R,974,429941,441
92064,4,2022,A,0,0,0
92064,4,2022,C,0,0,0
92064,4,2022,I,0,0,0
92064,4,2022,R,15235,2676434,176
92065,4,2022,A,0,0,0
92065,4,2022,C,0,0,0
92065,4,2022,I,0,0,0
92065,4,2022,R,12018,2844591,237
92066,4,2022,A,0,0,0
92066,4,2022,C,0,0,0
92066,4,2022,I,0,0,0
92066,4,2022,R,0,0,0
92067,4,2022,A,0,0,0
92067,4,2022,C,347,2296919,6619
92067,4,2022,I,0,0,0
92067,4,2022,R,3628,3196439,881
92068,4,2022,A,0,0,0
92068,4,2022,C,0,0,0
92068,4,2022,I,0,0,0
92068,4,2022,R,0,0,0
92069,4,2022,A,0,0,0
92069,4,2022,C,1300,8685291,6681
92069,4,2022,I,0,0,0
92069,4,2022,R,14595,3169970,217
92070,4,2022,A,0,0,0
92070,4,2022,C,0,0,0
92070,4,2022,I,0,0,0
92070,4,2022,R,0,0,0
92071,4,2022,A,0,0,0
92071,4,2022,C,1392,8106353,5824
92071,4,2022,I,0,0,0
92071,4,2022,R,19429,4691802,241
92072,4,2022,A,0,0,0
92072,4,2022,C,0,0,0
92072,4,2022,I,0,0,0
92072,4,2022,R,0,0,0
92075,4,2022,A,0,0,0
92075,4,2022,C,687,2363318,3440
92075,4,2022,I,0,0,0
92075,4,2022,R,5691,1849915,325
92078,4,2022,A,0,0,0
92078,4,2022,C,1443,9365398,6490
92078,4,2022,I,0,0,0
92078,4,2022,R,17012,4586801,270
92079,4,2022,A,0,0,0
92079,4,2022,C,0,0,0
92079,4,2022,I,0,0,0
92079,4,2022,R,0,0,0
92081,4,2022,A,0,0,0
92081,4,2022,C,1339,11996444,8959
92081,4,2022,I,0,0,0
92081,4,2022,R,11191,2846227,254
92082,4,2022,A,0,0,0
92082,4,2022,C,0,0,0
92082,4,2022,I,0,0,0
92082,4,2022,R,6422,1735148,270
92083,4,2022,A,0,0,0
92083,4,2022,C,909,4150104,4566
92083,4,2022,I,0,0,0
92083,4,2022,R,11484,3189459,278
92084,4,2022,A,0,0,0
92084,4,2022,C,1072,3802362,3547
92084,4,2022,I,0,0,0
92084,4,2022,R,15324,4051785,264
92085,4,2022,A,0,0,0
92085,4,2022,C,0,0,0
92085,4,2022,I,0,0,0
92085,4,2022,R,0,0,0
92086,4,2022,A,0,0,0
92086,4,2022,C,0,0,0
92086,4,2022,I,0,0,0
92086,4,2022,R,432,271725,629
92091,4,2022,A,0,0,0
92091,4,2022,C,0,0,0
92091,4,2022,I,0,0,0
92091,4,2022,R,960,512011,533
92092,4,2022,A,0,0,0
92092,4,2022,C,0,0,0
92092,4,2022,I,0,0,0
92092,4,2022,R,0,0,0
92093,4,2022,A,0,0,0
92093,4,2022,C,0,0,0
92093,4,2022,I,0,0,0
92093,4,2022,R,0,0,0
92096,4,2022,A,0,0,0
92096,4,2022,C,0,0,0
92096,4,2022,I,0,0,0
92096,4,2022,R,0,0,0
92101,4,2022,A,0,0,0
92101,4,2022,C,0,0,0
92101,4,2022,I,0,0,0
92101,4,2022,R,17881,5614156,314
92102,4,2022,A,0,0,0
92102,4,2022,C,109,1060772,9732
92102,4,2022,I,0,0,0
92102,4,2022,R,13121,3181659,242
92103,4,2022,A,0,0,0
92103,4,2022,C,0,0,0
92103,4,2022,I,0,0,0
92103,4,2022,R,1294,52952,41
92104,4,2022,A,0,0,0
92104,4,2022,C,0,0,0
92104,4,2022,I,0,0,0
92104,4,2022,R,7465,1490897,200
92105,4,2022,A,0,0,0
92105,4,2022,C,0,0,0
92105,4,2022,I,0,0,0
92105,4,2022,R,14409,3738406,259
92106,4,2022,A,0,0,0
92106,4,2022,C,0,0,0
92106,4,2022,I,0,0,0
92106,4,2022,R,7001,2088928,298
92107,4,2022,A,0,0,0
92107,4,2022,C,0,0,0
92107,4,2022,I,0,0,0
92107,4,2022,R,12940,3157334,244
92108,4,2022,A,0,0,0
92108,4,2022,C,243,7366100,30313
92108,4,2022,I,0,0,0
92108,4,2022,R,13850,4315787,312
92109,4,2022,A,0,0,0
92109,4,2022,C,0,0,0
92109,4,2022,I,0,0,0
92109,4,2022,R,23167,5725371,247
92110,4,2022,A,0,0,0
92110,4,2022,C,0,0,0
92110,4,2022,I,0,0,0
92110,4,2022,R,10694,3898491,365
92111,4,2022,A,0,0,0
92111,4,2022,C,294,3838042,13055
92111,4,2022,I,0,0,0
92111,4,2022,R,15045,4017609,267
92112,4,2022,A,0,0,0
92112,4,2022,C,0,0,0
92112,4,2022,I,0,0,0
92112,4,2022,R,0,0,0
92113,4,2022,A,0,0,0
92113,4,2022,C,0,0,0
92113,4,2022,I,0,0,0
92113,4,2022,R,11925,3130610,263
92114,4,2022,A,0,0,0
92114,4,2022,C,0,0,0
92114,4,2022,I,0,0,0
92114,4,2022,R,15759,4249270,270
92115,4,2022,A,0,0,0
92115,4,2022,C,294,4916494,16723
92115,4,2022,I,0,0,0
92115,4,2022,R,9309,1167385,125
92116,4,2022,A,0,0,0
92116,4,2022,C,0,0,0
92116,4,2022,I,0,0,0
92116,4,2022,R,1172,-42700,-36
92117,4,2022,A,0,0,0
92117,4,2022,C,0,0,0
92117,4,2022,I,0,0,0
92117,4,2022,R,18552,4541345,245
92118,4,2022,A,0,0,0
92118,4,2022,C,0,0,0
92118,4,2022,I,0,0,0
92118,4,2022,R,7837,3079548,393
92119,4,2022,A,0,0,0
92119,4,2022,C,0,0,0
92119,4,2022,I,0,0,0
92119,4,2022,R,8885,2102532,237
92120,4,2022,A,0,0,0
92120,4,2022,C,0,0,0
92120,4,2022,I,0,0,0
92120,4,2022,R,10796,2952511,273
92121,4,2022,A,0,0,0
92121,4,2022,C,0,0,0
92121,4,2022,I,0,0,0
92121,4,2022,R,1746,1953505,1119
92122,4,2022,A,0,0,0
92122,4,2022,C,0,0,0
92122,4,2022,I,0,0,0
92122,4,2022,R,19712,5312446,270
92123,4,2022,A,0,0,0
92123,4,2022,C,0,0,0
92123,4,2022,I,0,0,0
92123,4,2022,R,10318,3730315,362
92124,4,2022,A,0,0,0
92124,4,2022,C,0,0,0
92124,4,2022,I,0,0,0
92124,4,2022,R,8205,2304873,281
92126,4,2022,A,0,0,0
92126,4,2022,C,319,2997941,9398
92126,4,2022,I,0,0,0
92126,4,2022,R,22526,6390196,284
92127,4,2022,A,0,0,0
92127,4,2022,C,0,0,0
92127,4,2022,I,0,0,0
92127,4,2022,R,9125,1695915,186
92128,4,2022,A,0,0,0
92128,4,2022,C,0,0,0
92128,4,2022,I,0,0,0
92128,4,2022,R,19365,4990217,258
92129,4,2022,A,0,0,0
92129,4,2022,C,0,0,0
92129,4,2022,I,0,0,0
92129,4,2022,R,16383,3859207,236
92130,4,2022,A,0,0,0
92130,4,2022,C,0,0,0
92130,4,2022,I,0,0,0
92130,4,2022,R,20574,5438695,264
92131,4,2022,A,0,0,0
92131,4,2022,C,129,3001735,23269
92131,4,2022,I,0,0,0
92131,4,2022,R,10880,2587365,238
92132,4,2022,A,0,0,0
92132,4,2022,C,0,0,0
92132,4,2022,I,0,0,0
92132,4,2022,R,0,0,0
92134,4,2022,A,0,0,0
92134,4,2022,C,0,0,0
92134,4,2022,I,0,0,0
92134,4,2022,R,0,0,0
92135,4,2022,A,0,0,0
92135,4,2022,C,0,0,0
92135,4,2022,I,0,0,0
92135,4,2022,R,0,0,0
92136,4,2022,A,0,0,0
92136,4,2022,C,0,0,0
92136,4,2022,I,0,0,0
92136,4,2022,R,0,0,0
92139,4,2022,A,0,0,0
92139,4,2022,C,0,0,0
92139,4,2022,I,0,0,0
92139,4,2022,R,9322,2898339,311
92145,4,2022,A,0,0,0
92145,4,2022,C,0,0,0
92145,4,2022,I,0,0,0
92145,4,2022,R,0,0,0
92152,4,2022,A,0,0,0
92152,4,2022,C,0,0,0
92152,4,2022,I,0,0,0
92152,4,2022,R,0,0,0
92154,4,2022,A,0,0,0
92154,4,2022,C,0,0,0
92154,4,2022,I,0,0,0
92154,4,2022,R,19066,5830578,306
92155,4,2022,A,0,0,0
92155,4,2022,C,0,0,0
92155,4,2022,I,0,0,0
92155,4,2022,R,0,0,0
92158,4,2022,A,0,0,0
92158,4,2022,C,0,0,0
92158,4,2022,I,0,0,0
92158,4,2022,R,0,0,0
92161,4,2022,A,0,0,0
92161,4,2022,C,0,0,0
92161,4,2022,I,0,0,0
92161,4,2022,R,0,0,0
92173,4,2022,A,0,0,0
92173,4,2022,C,0,0,0
92173,4,2022,I,0,0,0
92173,4,2022,R,6455,1455345,225
92179,4,2022,A,0,0,0
92179,4,2022,C,0,0,0
92179,4,2022,I,0,0,0
92179,4,2022,R,0,0,0
92182,4,2022,A,0,0,0
92182,4,2022,C,0,0,0
92182,4,2022,I,0,0,0
92182,4,2022,R,0,0,0
92199,4,2022,A,0,0,0
92199,4,2022,C,0,0,0
92199,4,2022,I,0,0,0
92199,4,2022,R,0,0,0
92536,4,2022,A,0,0,0
92536,4,2022,C,0,0,0
92536,4,2022,I,0,0,0
92536,4,2022,R,0,0,0
92624,4,2022,A,0,0,0
92624,4,2022,C,0,0,0
92624,4,2022,I,0,0,0
92624,4,2022,R,2839,1125791,397
92625,4,2022,A,0,0,0
92629,4,2022,A,0,0,0
92629,4,2022,C,0,0,0
92629,4,2022,I,0,0,0
92629,4,2022,R,12862,4666441,363
92649,4,2022,A,0,0,0
92651,4,2022,A,0,0,0
92651,4,2022,C,0,0,0
92651,4,2022,I,0,0,0
92651,4,2022,R,1629,809187,497
92653,4,2022,A,0,0,0
92653,4,2022,C,287,1449888,5052
92653,4,2022,I,0,0,0
92653,4,2022,R,5679,2251637,396
92654,4,2022,A,0,0,0
92654,4,2022,C,0,0,0
92654,4,2022,I,0,0,0
92654,4,2022,R,0,0,0
92656,4,2022,A,0,0,0
